AssociationCaCode,ScientificName,Provisional,ClassifLevel,DateAddedToMCV
71.020.19,Quercus douglasii – Juniperus californica / Ericameria linearifolia,,Association,
71.020.20,Quercus douglasii / Eriogonum fasciculatum / herbaceous,,Association,
71.020.21,Quercus douglasii / Selaginella hansenii – Navarretia pubescens,,Association,
71.020.22,Quercus douglasii / Arctostaphylos manzanita / herbaceous,,Association,
71.020.23,Quercus douglasii – Juniperus californica / Ceanothus cuneatus,,Association,
71.020.24,Quercus douglasii – Aesculus californica / grass,,Association,
71.020.25,Quercus douglasii – Pinus sabiniana / Cercocarpus montanus,,Association,
71.020.26,Quercus douglasii – Juniperus californica,,Association,
71.020.27,"Quercus douglasii / Amsinckia (intermedia, menziesii) – Plagiobothrys nothofulvus",,Association,
71.020.28,Quercus douglasii / Brachypodium distachyon,,Association,
71.020.29,Quercus douglasii / Bromus hordeaceus – Madia gracilis,,Association,
71.020.30,Quercus douglasii / Bromus hordeaceus – Lolium perenne,,Association,
71.020.31,Quercus douglasii / Bromus hordeaceus – Triteleia laxa,,Association,
71.020.32,Quercus douglasii / Collinsia sparsiflora – Rigiopappus leptocladus,,Association,
71.020.33,Quercus douglasii / Delphinium parryi – Phacelia imbricata,,Association,
71.020.34,Quercus douglasii / Eriogonum elongatum / Lotus subpinnatus – Plantago erecta,,Association,
71.020.35,Quercus douglasii / Erodium moschatum – Hordeum murinum ssp. leporinum,,Association,
71.020.36,Quercus douglasii / Euphorbia spathulata – Pentagramma triangularis,,Association,
71.020.37,Quercus douglasii / Galium andrewsii – Lupinus concinnus,,Association,
71.020.38,Quercus douglasii / Hordeum murinum ssp. leporinum – (Viola pedunculata),,Association,
71.020.39,Quercus douglasii / Lupinus concinnus – Trifolium ciliolatum,,Association,
71.020.40,Quercus douglasii / Lotus wrangelianus – Nassella pulchra,,Association,
71.020.41,Quercus douglasii – Juniperus californica / Quercus john-tuckeri,,Association,
71.020.42,Quercus douglasii – Juniperus californica / Cercocarpus montanus,,Association,
71.020.43,Quercus douglasii / (Achnatherum lemmonii –  Nassella pulchra),,Association,
71.020.44,Quercus douglasii – Aesculus californica / Asclepias fascicularis,,Association,
71.020.45,Quercus douglasii / Toxicodendron diversilobum / grass,,Association,
71.020.46,Quercus douglasii – Quercus wislizeni / Lithophragma cymbalaria,,Association,
71.020.47,Quercus ×eplingii / Grass,Provisional,Association,06-Dec-16
71.020.48,Quercus douglasii – Juniperus californica / Ceanothus cuneatus – Cercocarpus montanus,,Association,07-Jan-22
71.020.49,Quercus douglasii / Artemisia californica,Provisional,Association,24-Apr-25
71.020.50,Quercus douglasii / Arctostaphylos glauca,Provisional,Association,24-Apr-25
71.030.01,Quercus garryana – Quercus kelloggii / Arrhenatherum elatius,,Association,
71.030.02,Quercus garryana var. garryana – Quercus garryana var. breweri / Festuca californica,,Association,
71.030.03,Quercus garryana – Pseudotsuga menziesii / Festuca californica,,Association,
71.030.04,Quercus garryana / Toxicodendron diversilobum,,Association,
71.030.05,Quercus garryana / Symphoricarpos albus,,Association,
71.030.06,Quercus garryana / Cynosurus cristatus,,Association,
71.030.07,Quercus garryana / Ribes roezlii,,Association,
71.030.08,Quercus garryana / Philadelphus lewisii,,Association,
71.030.09,Quercus garryana / Delphinium trolliifolium,,Association,
71.030.10,Quercus garryana / Dactylis glomerata,,Association,
71.030.11,Quercus garryana / Bromus carinatus,,Association,
71.030.13,Quercus garryana / Melica subulata,,Association,
71.030.14,Quercus garryana – Quercus kelloggii / Toxicodendron diversilobum,,Association,
71.030.15,Quercus garryana – Quercus kelloggii / (Elymus glaucus – Chlorogalum pomeridianum),,Association,
71.030.16,"Quercus garryana – Umbellularia californica – Quercus (agrifolia, kelloggii)",,Association,06-Dec-16
71.030.17,Quercus garryana / (Cynosurus echinatus – Festuca californica),,Association,06-Dec-16
71.030.18,Quercus garryana / Ceanothus cuneatus / Festuca idahoensis,,Association,11-Jun-20
71.030.19,Quercus garryana / Festuca californica – (Melica subulata),,Association,22-Jul-25
71.030.20,Quercus garryana / Cynosurus echinatus – Briza maxima,,Association,22-Jul-25
71.030.21,Quercus garryana / Arctostaphylos manzanita,Provisional,Association,03-Nov-25
71.030.22,Quercus garryana – Pinus sabiniana / Arctostaphylos patula,,Association,03-Nov-25
71.040.05,Quercus lobata / grass,,Association,
71.040.06,Quercus lobata – Quercus agrifolia / grass,,Association,
71.040.09,Quercus lobata / Rhus trilobata,,Association,
71.040.10,Quercus lobata / Rubus armeniacus,,Association,
71.040.11,Quercus lobata – Alnus rhombifolia,,Association,
71.040.12,Quercus lobata – Quercus wislizeni,,Association,
71.040.13,Quercus lobata / herbaceous semi-riparian,,Association,
71.040.14,Quercus lobata (Sacramento River),,Association,
71.040.15,Quercus lobata – Acer negundo,,Association,
71.040.16,Quercus lobata – Fraxinus latifolia / Vitis californica,,Association,
71.040.17,Quercus lobata – Quercus agrifolia / Toxicodendron diversilobum,,Association,
71.040.18,Quercus lobata – Quercus douglasii,,Association,
71.040.19,Quercus lobata – Quercus kelloggii,,Association,
71.040.20,Quercus lobata – Salix lasiolepis,,Association,
71.040.21,Quercus lobata / Carex barbarae,,Association,04-Jan-17
71.040.22,Quercus lobata / Rubus ursinus – Rosa californica,,Association,21-Nov-16
71.040.23,Quercus lobata / Baccharis pilularis – Diplacus aurantiacus,Provisional,Association,06-Jul-22
71.045.01,Quercus lobata – Quercus agrifolia / Toxicodendron diversilobum – (Symphoricarpos spp.),,Association,06-Jul-22
71.050.01,Quercus chrysolepis – Arbutus menziesii – Notholithocarpus densiflorus var. densiflorus,,Association,
71.050.02,Pinus lambertiana – Quercus chrysolepis – (Pinus coulteri),,Association,
71.050.03,Quercus chrysolepis / Ceanothus integerrimus,,Association,
71.050.04,Quercus chrysolepis tree,,Association,
71.050.07,Quercus chrysolepis – Quercus garryana var. garryana / Pentagramma triangularis,,Association,
71.050.08,Quercus chrysolepis / Polystichum imbricans,,Association,
71.050.09,Quercus chrysolepis / Arctostaphylos mewukka,,Association,
71.050.13,Quercus chrysolepis – Umbellularia californica,,Association,
71.050.14,Quercus chrysolepis / Arctostaphylos viscida,,Association,
71.050.15,Quercus chrysolepis / Arctostaphylos patula,,Association,
71.050.16,Quercus chrysolepis – Pinus sabiniana,,Association,
71.050.17,Quercus chrysolepis / Dryopteris arguta,,Association,
71.050.18,Quercus chrysolepis – Pinus ponderosa,,Association,
71.050.19,Quercus chrysolepis – Calocedrus decurrens,,Association,
71.050.21,Quercus chrysolepis / Toxicodendron diversilobum,,Association,
71.050.25,Quercus chrysolepis / Notholithocarpus densiflorus var. echinoides,,Association,
71.050.26,Quercus chrysolepis – Quercus kelloggii,,Association,
71.050.27,Quercus chrysolepis – Quercus kelloggii – Acer macrophyllum,,Association,
71.050.28,Quercus lobata – Quercus chrysolepis / Vitis californica,,Association,
71.050.29,"Quercus chrysolepis / Quercus (wislizeni, parvula)",,Association,
71.050.30,Quercus chrysolepis / Calycanthus occidentalis – Vitis californica,,Association,
71.050.31,Pinus ponderosa – Quercus chrysolepis / Arctostaphylos viscida,,Association,
71.050.32,Quercus chrysolepis – Pinus jeffreyi,Provisional,Association,
71.050.33,Quercus chrysolepis / Rhamnus ilicifolia,,Association,
71.050.34,Quercus chrysolepis / Styrax redivivus,,Association,
71.050.35,Quercus chrysolepis – Arbutus menziesii,Provisional,Association,06-Dec-16
71.050.36,Quercus chrysolepis / Arctostaphylos crustacea,Provisional,Association,06-Jul-22
71.060,Quercus agrifolia – Quercus lobata / Toxicodendron diversilobum,,Association,
71.060.01,Quercus agrifolia – Quercus douglasii,,Association,
71.060.02,Quercus agrifolia,,Association,
71.060.03,Quercus agrifolia – Acer macrophyllum / Frangula californica – Holodiscus discolor,,Association,
71.060.04,Quercus agrifolia / Rubus spp. / Pteridium aquilinum,,Association,
71.060.05,Quercus agrifolia – Umbellularia californica / Heteromeles arbutifolia – Quercus berberidifolia,,Association,
71.060.06,Quercus agrifolia / Frangula californica – Heteromeles arbutifolia,,Association,
71.060.07,Quercus agrifolia / Adenostoma fasciculatum – (Salvia mellifera),,Association,
71.060.08,Quercus agrifolia / Artemisia californica,,Association,
71.060.09,Quercus agrifolia / grass,,Association,
71.060.10,Quercus agrifolia – Arbutus menziesii / Corylus cornuta – Rubus spp.,,Association,
71.060.11,Quercus agrifolia / Holodiscus discolor – Symphoricarpos albus,,Association,
71.060.12,Quercus agrifolia / Toxicodendron diversilobum / grass,,Association,
71.060.13,Quercus agrifolia / Toxicodendron diversilobum,,Association,
71.060.14,Quercus agrifolia / Heteromeles arbutifolia,,Association,
71.060.15,Quercus agrifolia / Heteromeles arbutifolia – Toxicodendron diversilobum,,Association,
71.060.16,Quercus agrifolia / Ceanothus oliganthus,,Association,
71.060.17,Quercus agrifolia / Symphoricarpos albus,,Association,
71.060.18,Quercus agrifolia – Quercus kelloggii,,Association,
71.060.22,Quercus agrifolia / Eriogonum wrightii,Provisional,Association,
71.060.23,Quercus agrifolia – Pinus coulteri,,Association,
71.060.25,Quercus agrifolia / Toxicodendron diversilobum – (Corylus cornuta),,Association,
71.060.26,Quercus agrifolia – Arbutus menziesii – Umbellularia californica,,Association,
71.060.27,Quercus agrifolia – Juglans californica,,Association,
71.060.28,Quercus agrifolia / coastal sage scrub,,Association,
71.060.29,Quercus agrifolia / chaparral,,Association,
71.060.34,Quercus agrifolia / Ceanothus spinosus,,Association,
71.060.35,Quercus agrifolia / Equisetum hyemale,,Association,
71.060.36,Quercus agrifolia / Frangula californica ssp. tomentella / Stachys pycnantha,,Association,
71.060.37,"Quercus agrifolia / Quercus (berberidifolia, xacutidens)",,Association,
71.060.38,Quercus agrifolia / Salvia leucophylla – Artemisia californica,,Association,
71.060.39,Quercus agrifolia / Toxicodendron diversilobum riparian,,Association,
71.060.40,Quercus agrifolia – Arbutus menziesii,,Association,
71.060.41,Quercus agrifolia – Arbutus menziesii – Toxicodendron diversilobum,,Association,
71.060.42,Quercus agrifolia – Platanus racemosa / Toxicodendron diversilobum,,Association,
71.060.43,Quercus agrifolia – Platanus racemosa – Salix laevigata,,Association,
71.060.45,Quercus agrifolia – Quercus engelmannii / Eriogonum fasciculatum,,Association,
71.060.47,Quercus agrifolia / (Salix lasiolepis),,Association,
71.060.48,Quercus agrifolia – Umbellularia californica,,Association,
71.060.49,Quercus agrifolia – Umbellularia californica / Ceanothus oliganthus,,Association,
71.060.50,Quercus agrifolia – Umbellularia californica / Toxicodendron diversilobum,,Association,
71.060.51,Quercus agrifolia – Umbellularia californica / Arctostaphylos glauca – Toxicodendron diversilobum,,Association,
71.060.52,Quercus agrifolia – Aesculus californica,,Association,
71.060.53,Quercus agrifolia – Quercus tomentella / (Prunus ilicifolia ssp. lyonii),Provisional,Association,13-Dec-16
71.060.54,Quercus agrifolia / Quercus pacifica,,Association,13-Feb-16
71.060.55,Quercus agrifolia / Arctostaphylos (insularis),Provisional,Association,24-Apr-18
71.060.56,"Quercus agrifolia / Ceanothus (oliganthus, spinosus)",,Association,19-Dec-18
71.060.57,Quercus agrifolia / Arctostaphylos (crustacea),,Association,11-Feb-20
71.060.58,Quercus agrifolia – Pinus sabiniana,Provisional,Association,16-Apr-25
71.070.02,Quercus engelmannii – Quercus agrifolia / Artemisia californica,,Association,
71.070.03,Quercus engelmannii – Quercus agrifolia / chaparral (Adenostoma fasciculatum – Quercus berberidifolia – Rhamnus ilicifolia),,Association,
71.070.04,Quercus engelmannii – Quercus agrifolia / Toxicodendron diversilobum / annual grass,,Association,
71.070.05,Quercus engelmannii / Adenostoma fasciculatum – Arctostaphylos glauca,,Association,
71.070.06,Quercus engelmannii / annual grass – herb,,Association,
71.070.07,Quercus engelmannii / Quercus berberidifolia,,Association,
71.070.08,Quercus engelmannii / Salvia apiana / grass – herb,,Association,
71.070.09,Quercus engelmannii / Toxicodendron diversilobum / grass,,Association,
71.080.01,Quercus wislizeni – Quercus douglasii – Pinus sabiniana,,Association,
71.080.02,Quercus wislizeni – Pinus sabiniana / Arctostaphylos manzanita,,Association,
71.080.03,"Quercus (parvula, wislizeni) – Arbutus menziesii / Toxicodendron diversilobum",,Association,
71.080.04,Quercus wislizeni / Arctostaphylos viscida,,Association,
71.080.05,Quercus wislizeni / Eriodictyon californicum,,Association,
71.080.08,Quercus wislizeni – Pinus sabiniana / Arctostaphylos viscida,,Association,
71.080.09,Quercus wislizeni – (Pinus sabiniana) / Arctostaphylos viscida,,Association,26-Oct-20
71.080.13,Quercus wislizeni – Salix laevigata / Frangula californica,,Association,
71.080.14,Quercus wislizeni – Aesculus californica,,Association,
71.080.15,Quercus wislizeni – Pinus ponderosa,,Association,
71.080.16,Quercus wislizeni / Toxicodendron diversilobum / Centaurea solstitialis,,Association,
71.080.37,Quercus wislizeni – Aesculus californica / Toxicodendron diversilobum,,Association,
71.080.38,Quercus wislizeni – Quercus chrysolepis tree,,Association,
71.080.39,Quercus wislizeni – Quercus chrysolepis – Pinus coulteri,,Association,
71.080.40,Quercus wislizeni / Heteromeles arbutifolia,,Association,
71.080.41,Quercus wislizeni – Quercus douglasii – Pinus sabiniana / Toxicodendron diversilobum,,Association,
71.080.42,Quercus wislizeni – Pinus sabiniana / annual grass – herb,,Association,
71.080.43,Quercus wislizeni – Quercus douglasii – Aesculus californica,,Association,
71.080.44,Quercus wislizeni – Quercus douglasii / herbaceous,,Association,
71.080.45,Quercus wislizeni – Quercus kelloggii,,Association,
71.080.46,Quercus wislizeni – Quercus douglasii / Toxicodendron diversilobum,,Association,
71.080.47,Quercus wislizeni – Quercus kelloggii / Heteromeles arbutifolia – Toxicodendron diversilobum,,Association,
71.080.48,Quercus wislizeni / Toxicodendron diversilobum,,Association,
71.080.49,Quercus parvula var. shrevei,,Association,03-Aug-22
71.095.01,Quercus turbinella / Pinus monophylla,,Association,
71.095.02,Quercus turbinella – Baccharis sergiloides,,Association,
71.095.03,Garrya flavescens,Provisional,Association,13-Jan-26
71.100.04,Mixed oak – Quercus kelloggii / grass,,Association,
71.100.05,Mixed oak – Aesculus californica / grass,,Association,
71.100.06,Mixed oak – Quercus agrifolia / Toxicodendron diversilobum,,Association,
71.100.07,Mixed oak – Pinus sabiniana / grass,,Association,
71.100.08,Mixed oak / grass,,Association,
71.100.10,Mixed oak / Baccharis pilularis – Toxicodendron diversilobum,,Association,
71.100.14,Quercus douglasii – Quercus lobata – Quercus agrifolia / Toxicodendron diversilobum,,Association,
71.100.15,Quercus agrifolia – Quercus garryana – Quercus kelloggii,,Association,06-Dec-16
72.100.03,Juglans californica / annual herbaceous,,Association,
72.100.04,Juglans californica / Artemisia californica / Leymus condensatus,,Association,
